email_id,label,category,email_text
P0744,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.account-security-alert.com/verify.
L0799,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0628,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.verify-login-now.net/verify.
L0239,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
P0071,1,phishing,You are eligible for an exclusive bonus. Click https://www.verify-login-now.net/verify to claim it before midnight.
L1156,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
L1167,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P1021,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.reward-center-online.com/verify.
P0307,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.secure-account-check.com/verify.
P0313,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.billing-confirmation.net/verify."
P0961,1,phishing,Urgent: Your PayPal account has been suspended. Verify your account immediately at https://www.verify-login-now.net/verify.
P0656,1,phishing,Your employee benefits account requires verification. Sign in at https://www.account-security-alert.com/verify.
P0850,1,phishing,Urgent: Your cloud account has been suspended. Verify your account immediately at https://www.reward-center-online.com/verify.
L1060,0,legitimate,"Hi everyone, today's training session will begin at 11:30 AM. The meeting link is in the calendar invitation."
L0455,0,legitimate,"Hi Ananya, here are the notes from yesterday's discussion. Please share any corrections."
P0635,1,phishing,Important document: Please review and sign the attached form using https://www.verify-login-now.net/verify.
L0179,0,legitimate,"Hi everyone, today's training session will begin at 4:00 PM. The meeting link is in the calendar invitation."
L0672,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
L0493,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
P0624,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.verify-login-now.net/verify.
L1095,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
P0925,1,phishing,Important document: Please review and sign the attached form using https://www.account-security-alert.com/verify.
P0543,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.reward-center-online.com/verify.
P1016,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.reward-center-online.com/verify.
L0997,0,legitimate,"Hi Priya, here are the notes from yesterday's discussion. Please share any corrections."
L0960,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
P0398,1,phishing,Your employee benefits account requires verification. Sign in at https://www.account-security-alert.com/verify.
L0954,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
L1017,0,legitimate,The maintenance team will inspect the office network on Monday. No action is required from you.
L0978,0,legitimate,Your order has been shipped and is expected to arrive on Friday. You can track it from your account dashboard.
P0862,1,phishing,Security alert: We detected unusual activity on your cloud account. Confirm your identity using https://www.secure-account-check.com/verify.
P0749,1,phishing,You are eligible for an exclusive bonus. Click https://www.verify-login-now.net/verify to claim it before midnight.
L0256,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0066,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.secure-account-check.com/verify.
L0102,0,legitimate,"Hi Akhila, the design review is scheduled for Friday at 10:00 AM. Please let me know if you can attend."
L0077,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
L0675,0,legitimate,"Hello team, the weekly project update is attached. Please review it before the meeting."
L0101,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0526,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.secure-account-check.com/verify.
P0343,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.account-security-alert.com/verify."
P0597,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.reward-center-online.com/verify.
L0910,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
L1133,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
P0352,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.account-security-alert.com/verify.
P0796,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.reward-center-online.com/verify.
P0847,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.account-security-alert.com/verify.
L0637,0,legitimate,Your library book is due on Wednesday. You can renew it through the library portal.
P1157,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.secure-account-check.com/verify.
